name	node_type:LABEL	node_id:ID
Kismet	movie	c7bf5324ac061ddbe17eeb18ced74c88
William Dieterle	director	50a400fd280caef93be9e3e650c71eb0
Flags of Our Fathers	movie	047723159aff5ac5df45a35668227fe7
eric bana	tag	bf8150699f814643628b1920f56b4c9c
Daughters of the Dust	movie	c131b437fa1de6f260690436c1675345
John Carradine	actor	8f709713528cb9d3fa9f0154f3b3484a
Samurai Banners	movie	aa862016d09178f319536611b2862621
Hiroshi Inagaki	director	634bc9738e8a100ca1a99c5c9d95c9e3
hiroshi inagaki	tag	e1ff693602b2903b49e262d3b938a985
Crocodile Dundee in Los Angeles	movie	f2402c7e9e6fded8921a8999eeecac9f
Simon Wincer	director	92c3851027b99b0e8f9e23334154b2ff
Paul Hogan	writer|actor	8e428763894158cfd968e76c0ba8d800
Linda Kozlowski	actor	76bc9d3e812e9998cfd9a0352a4fb458
simon wincer	tag	54afb04a1fc2849810362fd77eb4d6d6
The Gore Gore Girls	movie	b82fb9f7d0511f8966eb25385ae6c531
Julie Dash	writer|director	d5de242458643536833633fb1856560d
Vincent	movie	3441b80159154d722e8dee13aea033a7
design	tag	803d7b3d6f34c5b231c935738ec46586
larry david	tag	b21e119403077d73e6f4db0a7813518a
greg mottola	tag	e9a09ad79c3ed1abf174aad4c54ee6c0
Stolen Face	movie	91e0cbc418c18edc2efddbdaf09666d4
Paul Henreid	director|actor	c98fd8a427319c8ac242851c15332ed7
Lizabeth Scott	actor	d9ebbb93315c8b191499a9651cffb131
Fever Pitch	movie	1507526fe6a00b0a4215b7d8d17f80e7
Jimmy Fallon	actor	e223b3951e34844a03b9647d2284cf07
farrelly brothers	tag	44f5f47ad89d6e71f97a3d3ba7384f32
Cora Lee Day	actor	523052eb2625773245436ae92ffae174
Superman III	movie	ad04185ad9daf6d4602ba90ffd9b1eb4
Investigation of a Citizen Above Suspicion	movie	c7918afddbfe397f41a367ee392f3381
Gian Maria Volonté	actor	d0d6194b21606f2b0741507ea9df766e
Florinda Bolkan	actor	d0b59356e19893e9a943deadbe5e4d43
The Chosen One	movie	25e118a595f1447a60acec2ccdb8712b
The Ape	movie	20cae712bcd74a54d7443696b64f4b34
Missing	movie	b5273a47fef21f16955f094cb8b8a31a
