src:START_ID	dst:END_ID	relationship:TYPE	source
8d51fccb34d81a5b92323bdb6ea5a6c5	ee29a7568dac1e60cc99a9f0a7d2a9dc	starred_actors	metaqa
8d51fccb34d81a5b92323bdb6ea5a6c5	5f743224691a1a6ea47801b6d195a265	starred_actors	metaqa
8d51fccb34d81a5b92323bdb6ea5a6c5	5af87ee3b3262c12fe3b5fe07119022b	release_year	metaqa
8d51fccb34d81a5b92323bdb6ea5a6c5	c93bd027c3124859b3afb6892d05dae8	has_genre	metaqa
8c3d2a7fee5c66313fbac55758785ec8	43615078423f77e1e497415ba2eb28e4	directed_by	metaqa
8c3d2a7fee5c66313fbac55758785ec8	21a7a30e64118d5c3af71217a72f0ee4	release_year	metaqa
8c3d2a7fee5c66313fbac55758785ec8	80e9f77f33d177381860f4de445f8ea0	in_language	metaqa
8c3d2a7fee5c66313fbac55758785ec8	fc4a19e725ed049f3fbf61f6688a80c3	has_tags	metaqa
8c3d2a7fee5c66313fbac55758785ec8	24ae2fb3a850fa6d276a50f1a3a841a6	has_tags	metaqa
a90387734c8d47b8cd63fe457b5818db	6520d55455929910d5c330e28dc6dd12	directed_by	metaqa
a90387734c8d47b8cd63fe457b5818db	30cd2a433397cf1995a87bb60d553d59	written_by	metaqa
a90387734c8d47b8cd63fe457b5818db	ce05eb6eea53405b6ec20088e68c2745	release_year	metaqa
a90387734c8d47b8cd63fe457b5818db	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
a90387734c8d47b8cd63fe457b5818db	df44ee4841a0f1d42d64c46ad03a3451	has_tags	metaqa
a90387734c8d47b8cd63fe457b5818db	96cbd59dbe176f27c87001f32a234038	has_tags	metaqa
c694b55451a9f4077ab05aa6d797ef64	e031b0ac117a0c15c8c890c53551046b	directed_by	metaqa
c694b55451a9f4077ab05aa6d797ef64	b73b88827a24cdab58665f8f78a50b4c	starred_actors	metaqa
c694b55451a9f4077ab05aa6d797ef64	648f660383e6a5ef765ef2599d4eb1b6	starred_actors	metaqa
c694b55451a9f4077ab05aa6d797ef64	330fe7254815af93ec86c9210277c243	starred_actors	metaqa
c694b55451a9f4077ab05aa6d797ef64	1381410beece85139a7e88120483ab50	starred_actors	metaqa
c694b55451a9f4077ab05aa6d797ef64	8e349a7312aeaa998bc0959a89fb2d04	release_year	metaqa
c694b55451a9f4077ab05aa6d797ef64	c93bd027c3124859b3afb6892d05dae8	has_genre	metaqa
7a2ebba4b701c6ac53c83e9168917f32	5950c33dab5e72d7f6039fdeac54a693	directed_by	metaqa
7a2ebba4b701c6ac53c83e9168917f32	5950c33dab5e72d7f6039fdeac54a693	written_by	metaqa
7a2ebba4b701c6ac53c83e9168917f32	5950c33dab5e72d7f6039fdeac54a693	starred_actors	metaqa
7a2ebba4b701c6ac53c83e9168917f32	f43bef5356a7352c3cb6ea0fbeacd1c8	starred_actors	metaqa
7a2ebba4b701c6ac53c83e9168917f32	4adb9b09a0093bccf98772cb9b3ceaec	release_year	metaqa
7a2ebba4b701c6ac53c83e9168917f32	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
7a2ebba4b701c6ac53c83e9168917f32	49a32fa82281efae7db7ff84894ed6fb	has_imdb_votes	metaqa
7a2ebba4b701c6ac53c83e9168917f32	7f53419b8b3ab8c290ed128e5877ef99	has_tags	metaqa
7a2ebba4b701c6ac53c83e9168917f32	1567241134d8619078c90ed28ad15972	has_tags	metaqa
7a2ebba4b701c6ac53c83e9168917f32	fdc8eab5c67e87e39054e02d1e5f4daa	has_tags	metaqa
7a2ebba4b701c6ac53c83e9168917f32	0f1cb9a0e1fbbbd09327790eec27ec82	has_tags	metaqa
7a2ebba4b701c6ac53c83e9168917f32	f8b7de195e6d3fafae9d58c46e0743a1	has_tags	metaqa
6c7dbff86f333be87ac39a609c3ebbae	addbb472c7c752f977a151f33b6dca7b	directed_by	metaqa
6c7dbff86f333be87ac39a609c3ebbae	aebcd015c26dafb40b88144d22915dd0	starred_actors	metaqa
6c7dbff86f333be87ac39a609c3ebbae	b6fc34b07f8a4cca7b5ef5acb6b14dbb	release_year	metaqa
6c7dbff86f333be87ac39a609c3ebbae	75d886942bea41d3fe4cecd93f369349	has_genre	metaqa
6c7dbff86f333be87ac39a609c3ebbae	4478318a0069f0064ac38b54d9b02573	has_genre	metaqa
6c7dbff86f333be87ac39a609c3ebbae	482092265445a02fabbb9714c53f2100	has_tags	metaqa
fa1b64add9072443e2584507f8b3a1cc	72b51b0d806a9b544b21c8b6d7db632f	directed_by	metaqa
fa1b64add9072443e2584507f8b3a1cc	72b51b0d806a9b544b21c8b6d7db632f	written_by	metaqa
fa1b64add9072443e2584507f8b3a1cc	835fc94eb91e67a8d78690fa387e4a59	written_by	metaqa
fa1b64add9072443e2584507f8b3a1cc	01d6f93d332b1c1f1c34aa76a2ad9b28	starred_actors	metaqa
fa1b64add9072443e2584507f8b3a1cc	23c30fe7b3aa9c45d0197bc7871b4a33	starred_actors	metaqa
fa1b64add9072443e2584507f8b3a1cc	b9e733c400b8748b2718fda1f013d861	release_year	metaqa
04ce35500fc4acfa2364291a82bbbf6b	d059634c5351a93a6b6267f7ce7163fd	directed_by	metaqa
